Gene stable ID,Gene name,NCBI gene ID,Gene stable ID,Gene name
ENSG00000171243,SOSTDC1,25928,ENSDARG00000056021,sostdc1b
ENSG00000171243,SOSTDC1,25928,ENSDARG00000068892,sostdc1a
ENSG00000136267,DGKB,1607,ENSDARG00000027724,dgkb
ENSG00000130294,KIF1A,547,ENSDARG00000062024,kif1ab
ENSG00000130294,KIF1A,547,ENSDARG00000061817,kif1aa
ENSG00000111802,TDP2,51567,ENSDARG00000035954,tdp2b
ENSG00000132478,UNK,85451,ENSDARG00000000935,unk
ENSG00000185818,NAT8L,339983,ENSDARG00000077256,nat8l
ENSG00000282278,AC058822.1,,ENSDARG00000070494,pdgfra
ENSG00000174607,UGT8,7368,ENSDARG00000037455,ugt8
ENSG00000170837,GPR27,2850,ENSDARG00000006607,gpr27
ENSG00000165197,VEGFD,2277,ENSDARG00000056624,vegfd
ENSG00000175793,SFN,2810,ENSDARG00000023323,ywhaqb
ENSG00000175793,SFN,2810,ENSDARG00000042539,ywhaqa
ENSG00000176022,B3GALT6,126792,ENSDARG00000038414,b3galt6
ENSG00000186908,ZDHHC17,23390,ENSDARG00000070441,zdhhc17
ENSG00000100036,SLC35E4,339665,ENSDARG00000009459,slc35e4
ENSG00000147403,RPL10,6134,ENSDARG00000025581,rpl10
ENSG00000128815,WDFY4,57705,ENSDARG00000077009,wdfy4
ENSG00000286015,CR589904.2,,ENSDARG00000104775,ly6m2
ENSG00000286015,CR589904.2,,ENSDARG00000099416,ly6m3
ENSG00000286015,CR589904.2,,ENSDARG00000098616,ly6m4
ENSG00000286015,CR589904.2,,ENSDARG00000099332,ly6m5
ENSG00000286015,CR589904.2,,ENSDARG00000102159,ly6m6
ENSG00000286015,CR589904.2,,ENSDARG00000101786,si:ch211-134a4.6
ENSG00000286015,CR589904.2,,ENSDARG00000103060,ly6m7
ENSG00000133106,EPSTI1,94240,ENSDARG00000074696,zgc:194621
ENSG00000133106,EPSTI1,94240,ENSDARG00000094578,epsti1
ENSG00000167325,RRM1,6240,ENSDARG00000014017,rrm1
ENSG00000099625,CBARP,255057,ENSDARG00000071325,cbarpb
ENSG00000159069,FBXW5,54461,ENSDARG00000099139,fbxw5
ENSG00000132744,ACY3,91703,ENSDARG00000005525,acy3.2
ENSG00000132744,ACY3,91703,ENSDARG00000093003,acy3.1
ENSG00000171574,ZNF584,201514,ENSDARG00000074453,zfx
ENSG00000136261,BZW2,28969,ENSDARG00000035918,bzw2
ENSG00000105193,RPS16,6217,ENSDARG00000045487,rps16
ENSG00000099769,IGFALS,3483,ENSDARG00000037836,igfals
ENSG00000177098,SCN4B,6330,ENSDARG00000060319,scn4bb
ENSG00000177098,SCN4B,6330,ENSDARG00000099031,scn4ba
ENSG00000002016,RAD52,5893,ENSDARG00000005274,rad52
ENSG00000134595,SOX3,6658,ENSDARG00000053569,sox3
ENSG00000100578,KIAA0586,9786,ENSDARG00000097772,si:ch211-185a18.2
ENSG00000120658,ENOX1,55068,ENSDARG00000060243,enox1
ENSG00000167657,DAPK3,1613,ENSDARG00000074447,dapk3
ENSG00000165630,PRPF18,8559,ENSDARG00000058306,prpf18
ENSG00000105135,ILVBL,10994,ENSDARG00000017126,ilvbl
ENSG00000144597,EAF1,85403,ENSDARG00000070795,eaf1
ENSG00000131437,KIF3A,11127,ENSDARG00000087538,kif3a
ENSG00000259332,ST20-MTHFS,100528021,ENSDARG00000104487,mthfs
ENSG00000167770,OTUB1,55611,ENSDARG00000011462,otub1b
ENSG00000100625,SIX4,51804,ENSDARG00000031983,six4b
ENSG00000101079,NDRG3,57446,ENSDARG00000013087,ndrg3a
ENSG00000088992,TESC,54997,ENSDARG00000030839,tescb
ENSG00000120889,TNFRSF10B,8795,ENSDARG00000054968,cd40
ENSG00000120889,TNFRSF10B,8795,ENSDARG00000004451,tnfrsfa
ENSG00000120889,TNFRSF10B,8795,ENSDARG00000057143,nradd
ENSG00000120889,TNFRSF10B,8795,ENSDARG00000087804,tnfrsf11a
ENSG00000120889,TNFRSF10B,8795,ENSDARG00000004392,hdr
ENSG00000120889,TNFRSF10B,8795,ENSDARG00000070165,tnfrsf1b
ENSG00000186111,PIP5K1C,23396,ENSDARG00000076001,pip5k1ca
ENSG00000149150,SLC43A1,8501,ENSDARG00000037748,slc43a1b
ENSG00000118960,HS1BP3,64342,ENSDARG00000034222,hs1bp3
ENSG00000115896,PLCL1,5334,ENSDARG00000067676,plcl1
ENSG00000168702,LRP1B,53353,ENSDARG00000061517,lrp1bb
ENSG00000163344,PMVK,10654,ENSDARG00000070798,pmvk
ENSG00000197885,NKIRAS1,28512,ENSDARG00000099527,nkiras1
ENSG00000171124,FUT3,2525,ENSDARG00000044775,fut7
ENSG00000128016,ZFP36,7538,ENSDARG00000057328,cth1
ENSG00000168216,LMBRD1,55788,ENSDARG00000104223,lmbrd1
ENSG00000011007,ELOA,6924,ENSDARG00000102365,eloa
ENSG00000009307,CSDE1,7812,ENSDARG00000074758,csde1
ENSG00000157107,FCHO2,115548,ENSDARG00000035389,fcho2
ENSG00000164100,NDST3,9348,ENSDARG00000059948,si:dkey-121b10.7
ENSG00000188522,FAM83G,644815,ENSDARG00000090340,si:dkey-27o4.1
ENSG00000197748,CFAP43,80217,ENSDARG00000001825,cfap43
ENSG00000081177,EXD2,55218,ENSDARG00000016117,exd2
ENSG00000112294,ALDH5A1,7915,ENSDARG00000076544,aldh5a1
ENSG00000109339,MAPK10,5602,ENSDARG00000102730,mapk10
ENSG00000155066,PROM2,150696,ENSDARG00000039406,prom2
ENSG00000165795,NDRG2,57447,ENSDARG00000011170,ndrg2
ENSG00000106236,NPTX2,4885,ENSDARG00000045164,nptx2b
ENSG00000165819,METTL3,56339,ENSDARG00000012827,mettl3
ENSG00000159337,PLA2G4D,283748,ENSDARG00000056535,pla2g4f.1
ENSG00000159337,PLA2G4D,283748,ENSDARG00000070953,pla2g4f.2
ENSG00000131771,PPP1R1B,84152,ENSDARG00000076280,ppp1r1b
ENSG00000259030,FPGT-TNNI3K,100526835,ENSDARG00000086933,tnni3k
ENSG00000134278,SPIRE1,56907,ENSDARG00000035868,spire1a
ENSG00000172346,CSDC2,27254,ENSDARG00000041323,csdc2a
ENSG00000134250,NOTCH2,4853,ENSDARG00000104329,si:ch73-281k2.5
ENSG00000134250,NOTCH2,4853,ENSDARG00000043130,notch2
ENSG00000165733,BMS1,9790,ENSDARG00000054154,bms1
ENSG00000161981,SNRNP25,79622,ENSDARG00000020363,snrnp25
ENSG00000168411,RFWD3,55159,ENSDARG00000087752,rfwd3
ENSG00000068615,REEP1,65055,ENSDARG00000014854,reep1
ENSG00000104140,RHOV,171177,ENSDARG00000070434,rhov
ENSG00000160570,DEDD2,162989,ENSDARG00000002758,dedd1
ENSG00000175137,SH3BP5L,80851,ENSDARG00000019160,sh3bp5la
ENSG00000175137,SH3BP5L,80851,ENSDARG00000007136,gtf2h4
ENSG00000177150,FAM210A,125228,ENSDARG00000035985,fam210aa
ENSG00000174099,MSRB3,253827,ENSDARG00000045658,msrb3
ENSG00000087502,ERGIC2,51290,ENSDARG00000051936,ergic2
ENSG00000140043,PTGR2,145482,ENSDARG00000070673,ptgr2
ENSG00000158796,DEDD,9191,ENSDARG00000029783,dedd
ENSG00000227471,AKR1B15,441282,ENSDARG00000035257,akr1a1a
ENSG00000227471,AKR1B15,441282,ENSDARG00000044544,zgc:110782
ENSG00000174529,TMEM81,388730,ENSDARG00000042536,si:dkey-48j7.3
ENSG00000182095,TNRC18,84629,ENSDARG00000077052,tnrc18
ENSG00000186666,BCDIN3D,144233,ENSDARG00000074111,bcdin3d
ENSG00000184371,CSF1,1435,ENSDARG00000068263,csf1b
ENSG00000184371,CSF1,1435,ENSDARG00000075343,csf1a
ENSG00000178974,FBXO34,55030,ENSDARG00000071259,fbxo34
ENSG00000115204,MPV17,4358,ENSDARG00000032431,mpv17
ENSG00000105737,GRIK5,2901,ENSDARG00000078151,si:ch211-264f5.8
ENSG00000163630,SYNPR,132204,ENSDARG00000044278,synpr
ENSG00000147065,MSN,4478,ENSDARG00000028740,msnb
ENSG00000141298,SSH2,85464,ENSDARG00000088440,ssh2a
ENSG00000141298,SSH2,85464,ENSDARG00000098955,ssh2b
ENSG00000102908,NFAT5,10725,ENSDARG00000020872,nfat5a
ENSG00000102908,NFAT5,10725,ENSDARG00000102556,nfat5b
ENSG00000101460,MAP1LC3A,84557,ENSDARG00000033609,map1lc3a
ENSG00000164850,GPER1,2852,ENSDARG00000074661,gper1
ENSG00000078795,PKD2L2,27039,ENSDARG00000088121,pkd1l2b
ENSG00000078795,PKD2L2,27039,ENSDARG00000101214,pkd1l2b
ENSG00000005102,MEOX1,4222,ENSDARG00000007891,meox1
ENSG00000104522,TSTA3,7264,ENSDARG00000042661,tsta3l2
ENSG00000104522,TSTA3,7264,ENSDARG00000039666,tsta3
ENSG00000104522,TSTA3,7264,ENSDARG00000039669,TSTA3
ENSG00000198546,ZNF511,118472,ENSDARG00000000760,znf511
ENSG00000065183,WDR3,10885,ENSDARG00000011079,wdr3
ENSG00000174473,GALNTL6,442117,ENSDARG00000040048,GALNTL6
ENSG00000127241,MASP1,5648,ENSDARG00000068726,masp1
ENSG00000110711,AIP,9049,ENSDARG00000104437,aip
ENSG00000147677,EIF3H,8667,ENSDARG00000102452,eif3ha
ENSG00000165194,PCDH19,57526,ENSDARG00000034344,pcdh19
ENSG00000126218,F10,2159,ENSDARG00000088581,f10
ENSG00000108576,SLC6A4,6532,ENSDARG00000061165,slc6a4a
ENSG00000149187,CELF1,10658,ENSDARG00000005315,celf1
ENSG00000182010,RTKN2,219790,ENSDARG00000053558,rtkn2a
ENSG00000151746,BICD1,636,ENSDARG00000079496,bicd1a
ENSG00000111696,NT5DC3,51559,ENSDARG00000062949,nt5dc3
ENSG00000100354,TNRC6B,23112,ENSDARG00000076389,si:dkey-217f16.6
ENSG00000100354,TNRC6B,23112,ENSDARG00000079723,si:dkey-46g23.1
ENSG00000100354,TNRC6B,23112,ENSDARG00000074161,tnrc6b
ENSG00000101298,SNPH,9751,ENSDARG00000075539,snphb
ENSG00000005187,ACSM3,6296,ENSDARG00000004880,acsm3
ENSG00000111364,DDX55,57696,ENSDARG00000009864,ddx55
ENSG00000125743,SNRPD2,6633,ENSDARG00000040440,snrpd2
ENSG00000188883,KLRG2,346689,ENSDARG00000088023,si:dkey-26c10.5
ENSG00000187398,LUZP2,338645,ENSDARG00000068247,luzp2
ENSG00000005339,CREBBP,1387,ENSDARG00000104609,crebbpa
ENSG00000163746,PLSCR2,57047,ENSDARG00000093078,plscr3a
ENSG00000132703,APCS,325,ENSDARG00000045089,si:ch211-270n8.1
ENSG00000150764,DIXDC1,85458,ENSDARG00000056267,dixdc1b
ENSG00000150764,DIXDC1,85458,ENSDARG00000025302,dixdc1a
ENSG00000142515,KLK3,354,ENSDARG00000051890,hp
ENSG00000111249,CUX2,23316,ENSDARG00000086345,cux2b
ENSG00000116641,DOCK7,85440,ENSDARG00000078675,dock7
ENSG00000161956,SENP3,26168,ENSDARG00000060646,senp5
ENSG00000134287,ARF3,377,ENSDARG00000036998,arf3b
ENSG00000119596,YLPM1,56252,ENSDARG00000043680,ylpm1
ENSG00000124596,OARD1,221443,ENSDARG00000057426,oard1
ENSG00000011295,TTC19,54902,ENSDARG00000074435,ttc19
ENSG00000135220,UGT2A3,79799,ENSDARG00000016479,ugt5a1
ENSG00000135220,UGT2A3,79799,ENSDARG00000093640,ugt5a2
ENSG00000135220,UGT2A3,79799,ENSDARG00000058048,ugt5e1
ENSG00000117481,NSUN4,387338,ENSDARG00000021324,nsun4
ENSG00000134202,GSTM3,2947,ENSDARG00000088116,gstm.3
ENSG00000182687,GALR2,8811,ENSDARG00000020853,galr2a
ENSG00000162104,ADCY9,115,ENSDARG00000100869,adcy9
ENSG00000198682,PAPSS2,9060,ENSDARG00000071021,papss2a
ENSG00000198945,L3MBTL3,84456,ENSDARG00000025983,l3mbtl3
ENSG00000070748,CHAT,1103,ENSDARG00000015854,chata
ENSG00000131016,AKAP12,9590,ENSDARG00000091792,akap12a
ENSG00000131016,AKAP12,9590,ENSDARG00000055678,akap12b
ENSG00000070961,ATP2B1,490,ENSDARG00000012684,atp2b1a
ENSG00000280969,RPS4Y2,140032,ENSDARG00000014690,rps4x
ENSG00000075240,GRAMD4,23151,ENSDARG00000045506,gramd4b
ENSG00000075240,GRAMD4,23151,ENSDARG00000069171,gramd4a
ENSG00000275066,SYNRG,11276,ENSDARG00000073926,synrg
ENSG00000185156,MFSD6L,162387,ENSDARG00000014761,mfsd6l
ENSG00000112297,CRYBG1,202,ENSDARG00000006060,crybg1b
ENSG00000112297,CRYBG1,202,ENSDARG00000031782,crybg1a
ENSG00000143614,GATAD2B,57459,ENSDARG00000005834,gatad2b
ENSG00000130222,GADD45G,10912,ENSDARG00000016725,gadd45gb.1
ENSG00000165915,SLC39A13,91252,ENSDARG00000000442,slc39a13
ENSG00000146926,ASB10,136371,ENSDARG00000099461,asb10
ENSG00000100162,CENPM,79019,ENSDARG00000024681,pane1
ENSG00000175106,TVP23C,201158,ENSDARG00000057060,tvp23b
ENSG00000168556,ING2,3622,ENSDARG00000104907,ing2
ENSG00000056558,TRAF1,7185,ENSDARG00000069482,traf1
ENSG00000187535,IFT140,9742,ENSDARG00000031886,ift140
ENSG00000136153,LMO7,4008,ENSDARG00000053535,lmo7b
ENSG00000136153,LMO7,4008,ENSDARG00000004930,lmo7a
ENSG00000129422,MTUS1,57509,ENSDARG00000034105,mtus1b
ENSG00000198099,ADH4,127,ENSDARG00000087262,zgc:63568
ENSG00000198099,ADH4,127,ENSDARG00000024278,adh8b
ENSG00000198099,ADH4,127,ENSDARG00000091211,adh8a
ENSG00000198099,ADH4,127,ENSDARG00000088366,zgc:77938
ENSG00000164023,SGMS2,166929,ENSDARG00000036897,sgms2b
ENSG00000151665,PIGF,5281,ENSDARG00000032780,pigf
ENSG00000099246,RAB18,22931,ENSDARG00000098344,rab18b
ENSG00000132541,RIDA,10247,ENSDARG00000035882,rida
ENSG00000136527,TRA2B,6434,ENSDARG00000002168,tra2b
ENSG00000157873,TNFRSF14,8764,ENSDARG00000054968,cd40
ENSG00000157873,TNFRSF14,8764,ENSDARG00000004451,tnfrsfa
ENSG00000157873,TNFRSF14,8764,ENSDARG00000087804,tnfrsf11a
ENSG00000157873,TNFRSF14,8764,ENSDARG00000004392,hdr
ENSG00000157873,TNFRSF14,8764,ENSDARG00000070165,tnfrsf1b
ENSG00000198740,ZNF652,22834,ENSDARG00000062302,znf652
ENSG00000081803,CADPS2,93664,ENSDARG00000013312,cadps2
ENSG00000087128,TMPRSS11E,28983,ENSDARG00000044655,st14b
ENSG00000103343,ZNF174,7727,ENSDARG00000076472,ovol1a
ENSG00000129151,BBOX1,8424,ENSDARG00000036135,bbox1
ENSG00000156858,PRR14,78994,ENSDARG00000089232,prr14
ENSG00000134317,GRHL1,29841,ENSDARG00000061391,grhl1
ENSG00000127554,GFER,2671,ENSDARG00000070061,gfer
ENSG00000148200,NR6A1,2649,ENSDARG00000101508,nr6a1a
ENSG00000285130,AL358113.1,,ENSDARG00000063309,tjp2a
ENSG00000172273,HINFP,25988,ENSDARG00000004851,hinfp
ENSG00000285292,ABCF2,114483834,ENSDARG00000038785,abcf2a
ENSG00000285292,ABCF2,114483834,ENSDARG00000052331,abcf2b
ENSG00000107581,EIF3A,8661,ENSDARG00000076815,eif3s10
ENSG00000101435,CST9L,128821,ENSDARG00000074425,si:busm1-57f23.1
ENSG00000109184,DCUN1D4,23142,ENSDARG00000092394,dcun1d4
ENSG00000148680,HTR7,3363,ENSDARG00000056949,htr7a
ENSG00000107185,RGP1,9827,ENSDARG00000006545,rgp1
ENSG00000099860,GADD45B,4616,ENSDARG00000027744,gadd45ba
ENSG00000272921,AC005832.4,,ENSDARG00000070734,dyrk4
ENSG00000104689,TNFRSF10A,8797,ENSDARG00000054968,cd40
ENSG00000104689,TNFRSF10A,8797,ENSDARG00000004451,tnfrsfa
ENSG00000104689,TNFRSF10A,8797,ENSDARG00000057143,nradd
ENSG00000104689,TNFRSF10A,8797,ENSDARG00000087804,tnfrsf11a
ENSG00000104689,TNFRSF10A,8797,ENSDARG00000004392,hdr
ENSG00000104689,TNFRSF10A,8797,ENSDARG00000070165,tnfrsf1b
ENSG00000167680,SEMA6B,10501,ENSDARG00000036626,sema6ba
ENSG00000115282,TTC31,64427,ENSDARG00000057890,si:dkey-33c12.4
ENSG00000132600,PRMT7,54496,ENSDARG00000051902,prmt7
ENSG00000163710,PCOLCE2,26577,ENSDARG00000055575,pcolce2b
ENSG00000163710,PCOLCE2,26577,ENSDARG00000008450,pcolce2a
ENSG00000162426,SLC45A1,50651,ENSDARG00000004302,slc45a1
ENSG00000105617,LENG1,79165,ENSDARG00000037633,leng1
ENSG00000115207,GTF3C2,2976,ENSDARG00000004574,gtf3c2
ENSG00000147955,SIGMAR1,10280,ENSDARG00000011418,sigmar1
ENSG00000119138,KLF9,687,ENSDARG00000068194,klf9
ENSG00000063015,SEZ6,124925,ENSDARG00000079414,sez6b
ENSG00000063015,SEZ6,124925,ENSDARG00000100876,sez6a
ENSG00000136319,TTC5,91875,ENSDARG00000013329,ttc5
ENSG00000100246,DNAL4,10126,ENSDARG00000031116,dnal4a
ENSG00000100246,DNAL4,10126,ENSDARG00000088841,dnal4b
ENSG00000121749,TBC1D15,64786,ENSDARG00000057218,tbc1d15
ENSG00000033030,ZCCHC8,55596,ENSDARG00000034982,zcchc8
ENSG00000125966,MMP24,10893,ENSDARG00000018896,mmp24
ENSG00000089818,NECAP1,25977,ENSDARG00000020798,necap1
ENSG00000187475,H1-6,3010,ENSDARG00000115766,si:ch73-36p18.1
ENSG00000187475,H1-6,3010,ENSDARG00000032637,si:dkey-261m9.12
ENSG00000187475,H1-6,3010,ENSDARG00000096992,zgc:153405
ENSG00000187475,H1-6,3010,ENSDARG00000035519,histh1l
ENSG00000114956,DGUOK,1716,ENSDARG00000075395,dguok
ENSG00000188779,SKOR1,390598,ENSDARG00000069030,skor1a
ENSG00000258461,AC012651.1,,ENSDARG00000074556,ganc
ENSG00000118271,TTR,7276,ENSDARG00000037191,ttr
ENSG00000239306,RBM14,10432,ENSDARG00000103834,rbm14b
ENSG00000239306,RBM14,10432,ENSDARG00000012723,rbm14a
ENSG00000185728,YTHDF3,253943,ENSDARG00000057939,ythdf3
ENSG00000164904,ALDH7A1,501,ENSDARG00000018426,aldh7a1
ENSG00000173559,NABP1,64859,ENSDARG00000043685,nabp1b
ENSG00000175305,CCNE2,9134,ENSDARG00000098529,ccne2
ENSG00000266086,AC015813.2,,ENSDARG00000057691,srsf1a
ENSG00000006715,VPS41,27072,ENSDARG00000063573,vps41
ENSG00000160401,CFAP157,286207,ENSDARG00000099042,cfap157
ENSG00000068878,PSME4,23198,ENSDARG00000018742,psme4b
ENSG00000068878,PSME4,23198,ENSDARG00000087911,psme4a
ENSG00000276345,AC004556.3,107987373,ENSDARG00000045696,mrpl23
ENSG00000135249,RINT1,60561,ENSDARG00000005547,rint1
ENSG00000187690,EZHIP,340602,ENSDARG00000095420,si:ch211-14a11.1
ENSG00000187690,EZHIP,340602,ENSDARG00000093457,si:ch211-14a11.2
ENSG00000187690,EZHIP,340602,ENSDARG00000113562,si:ch211-221n20.7
ENSG00000187690,EZHIP,340602,ENSDARG00000114229,si:ch211-221n20.7
ENSG00000187690,EZHIP,340602,ENSDARG00000111367,si:ch211-221n20.4
ENSG00000187690,EZHIP,340602,ENSDARG00000115571,si:dkey-235d18.6
ENSG00000187690,EZHIP,340602,ENSDARG00000095671,si:ch211-221n20.2
ENSG00000187690,EZHIP,340602,ENSDARG00000110807,si:ch211-221n20.1
ENSG00000100403,ZC3H7B,23264,ENSDARG00000055930,zc3h7bb
ENSG00000184465,WDR27,253769,ENSDARG00000053386,wdr27
ENSG00000004975,DVL2,1856,ENSDARG00000056184,dvl2
ENSG00000198074,AKR1B10,57016,ENSDARG00000035257,akr1a1a
ENSG00000198074,AKR1B10,57016,ENSDARG00000044544,zgc:110782
ENSG00000083828,ZNF586,54807,ENSDARG00000074453,zfx
ENSG00000070718,AP3M2,10947,ENSDARG00000016128,ap3m2
ENSG00000180884,ZNF792,126375,ENSDARG00000074453,zfx
ENSG00000021826,CPS1,1373,ENSDARG00000020028,cps1
ENSG00000132481,TRIM47,91107,ENSDARG00000076781,trim45
ENSG00000162419,GMEB1,10691,ENSDARG00000062060,gmeb1
ENSG00000150275,PCDH15,65217,ENSDARG00000008127,pcdh15b
ENSG00000069849,ATP1B3,483,ENSDARG00000015790,atp1b3a
ENSG00000103647,CORO2B,10391,ENSDARG00000079440,coro2ba
ENSG00000155093,PTPRN2,5799,ENSDARG00000035970,ptprn2
ENSG00000140955,ADAD2,161931,ENSDARG00000105626,adad2
ENSG00000146072,TNFRSF21,27242,ENSDARG00000001807,tnfrsf21
ENSG00000036257,CUL3,8452,ENSDARG00000100108,cul3b
ENSG00000135535,CD164,8763,ENSDARG00000013628,cd164
ENSG00000168438,CDC40,51362,ENSDARG00000041226,cdc40
ENSG00000186871,ERCC6L,54821,ENSDARG00000002479,ercc6l
ENSG00000164690,SHH,6469,ENSDARG00000038867,shhb
ENSG00000133398,MED10,84246,ENSDARG00000070623,med10
ENSG00000283952,AC092017.3,,ENSDARG00000024167,kcnh1a
ENSG00000114978,MOB1A,55233,ENSDARG00000009169,mob1ba
ENSG00000114978,MOB1A,55233,ENSDARG00000012953,mob1bb
ENSG00000139354,GAS2L3,283431,ENSDARG00000045880,gas2l3
ENSG00000143032,BARHL2,343472,ENSDARG00000104361,barhl2
ENSG00000183496,MEX3B,84206,ENSDARG00000058369,mex3b
ENSG00000272822,AC073610.2,,ENSDARG00000036998,arf3b
ENSG00000108651,UTP6,55813,ENSDARG00000098433,utp6
ENSG00000136521,NDUFB5,4711,ENSDARG00000070824,ndufb5
ENSG00000228278,ORM2,5005,ENSDARG00000076838,apom
ENSG00000171121,KCNMB3,27094,ENSDARG00000063129,si:ch211-38m6.7
ENSG00000180535,BHLHA15,168620,ENSDARG00000045166,bhlha15
ENSG00000168004,PLAAT5,117245,ENSDARG00000077652,lratb.2
ENSG00000132286,TIMM10B,26515,ENSDARG00000043898,timm10b
ENSG00000105700,KXD1,79036,ENSDARG00000051934,kxd1
ENSG00000138639,ARHGAP24,83478,ENSDARG00000100973,arhgap24
ENSG00000162009,SSTR5,6755,ENSDARG00000103662,si:zfos-169g10.2
ENSG00000162009,SSTR5,6755,ENSDARG00000014477,sstr3
ENSG00000154016,GRAP,10750,ENSDARG00000005414,grapa
ENSG00000110042,DTX4,23220,ENSDARG00000078016,dtx4b
ENSG00000163607,GTPBP8,29083,ENSDARG00000075033,GTPBP8
ENSG00000148218,ALAD,210,ENSDARG00000100372,alad
ENSG00000169375,SIN3A,25942,ENSDARG00000079716,sin3aa
ENSG00000169375,SIN3A,25942,ENSDARG00000059812,sin3ab
ENSG00000167011,NAT16,375607,ENSDARG00000086222,nat16
ENSG00000167011,NAT16,375607,ENSDARG00000076402,nat16l
ENSG00000162227,TAF6L,10629,ENSDARG00000079684,taf6l
ENSG00000043355,ZIC2,7546,ENSDARG00000037178,zic2b
ENSG00000150873,C2orf50,130813,ENSDARG00000078140,si:dkey-18j18.3
ENSG00000160200,CBS,875,ENSDARG00000010946,cbsb
ENSG00000226979,LTA,4049,ENSDARG00000013598,tnfb
ENSG00000226979,LTA,4049,ENSDARG00000009511,tnfa
ENSG00000182040,USH1G,124590,ENSDARG00000076079,ush1gb
ENSG00000101958,GLRA2,2742,ENSDARG00000075012,glra2
ENSG00000286235,AL035461.4,,ENSDARG00000074326,mcm8
ENSG00000153093,ACOXL,55289,ENSDARG00000020149,acoxl
ENSG00000133131,MORC4,79710,ENSDARG00000056679,morc3a
ENSG00000075043,KCNQ2,3785,ENSDARG00000091130,kcnq2b
ENSG00000075043,KCNQ2,3785,ENSDARG00000075307,kcnq2a
ENSG00000138829,FBN2,2201,ENSDARG00000051896,fbn2a
ENSG00000203805,PLPP4,196051,ENSDARG00000098862,plpp4
ENSG00000177181,RIMKLA,284716,ENSDARG00000016830,rimkla
ENSG00000137692,DCUN1D5,84259,ENSDARG00000100363,dcun1d5
ENSG00000100216,TOMM22,56993,ENSDARG00000045146,tomm22
ENSG00000184924,PTRHD1,391356,ENSDARG00000016122,ptrhd1
ENSG00000131845,AC005261.1,57343,ENSDARG00000074453,zfx
ENSG00000180398,MCFD2,90411,ENSDARG00000039757,mcfd2
ENSG00000117600,PLPPR4,9890,ENSDARG00000079671,plppr4a
ENSG00000157227,MMP14,4323,ENSDARG00000008388,mmp14b
ENSG00000178498,DTX3,196403,ENSDARG00000025766,zgc:66440
ENSG00000029993,HMGB3,3149,ENSDARG00000006408,hmgb3b
ENSG00000029993,HMGB3,3149,ENSDARG00000056725,hmgb3a
ENSG00000013563,DNASE1L1,1774,ENSDARG00000005464,dnase1l1
ENSG00000155755,TMEM237,65062,ENSDARG00000074248,tmem237b
ENSG00000141068,KSR1,8844,ENSDARG00000030933,ksr1b
ENSG00000136628,EPRS1,2058,ENSDARG00000060494,eprs1
ENSG00000143258,USP21,27005,ENSDARG00000094280,usp21
ENSG00000149294,NCAM1,4684,ENSDARG00000056181,ncam1a
ENSG00000149294,NCAM1,4684,ENSDARG00000007220,ncam1b
ENSG00000135226,UGT2B28,54490,ENSDARG00000016479,ugt5a1
ENSG00000135226,UGT2B28,54490,ENSDARG00000093640,ugt5a2
ENSG00000135226,UGT2B28,54490,ENSDARG00000058048,ugt5e1
ENSG00000102871,TRADD,8717,ENSDARG00000036057,tradd
ENSG00000049283,EPN3,55040,ENSDARG00000078953,epn3a
ENSG00000266967,AARSD1,80755,ENSDARG00000015747,aarsd1
ENSG00000006659,LGALS14,56891,ENSDARG00000093059,lgals9l6
ENSG00000006659,LGALS14,56891,ENSDARG00000087311,lgals9l5
ENSG00000006659,LGALS14,56891,ENSDARG00000069058,lgals9l4
ENSG00000006659,LGALS14,56891,ENSDARG00000025903,lgals9l1
ENSG00000006659,LGALS14,56891,ENSDARG00000041060,lgals9l3
ENSG00000006659,LGALS14,56891,ENSDARG00000044001,lgals3b
ENSG00000006659,LGALS14,56891,ENSDARG00000060656,si:ch211-10a23.2
ENSG00000006659,LGALS14,56891,ENSDARG00000092923,si:dkey-95h12.2
ENSG00000154124,OTULIN,90268,ENSDARG00000073931,otulina
ENSG00000198963,RORB,6096,ENSDARG00000033498,rorb
ENSG00000140332,TLE3,7090,ENSDARG00000002787,tle3a
ENSG00000140332,TLE3,7090,ENSDARG00000069006,tle3b
ENSG00000255152,MSH5-SAPCD1,,ENSDARG00000077479,msh5
ENSG00000144579,CTDSP1,58190,ENSDARG00000040674,ctdsp1
ENSG00000152583,SPARCL1,8404,ENSDARG00000074989,sparcl1
ENSG00000272897,AL109827.1,,ENSDARG00000062237,nfs1
ENSG00000105518,TMEM205,374882,ENSDARG00000100677,tmem205
ENSG00000184388,PABPC1L2B,645974,ENSDARG00000021140,pabpc1b
ENSG00000184388,PABPC1L2B,645974,ENSDARG00000017219,pabpc1a
ENSG00000047936,ROS1,6098,ENSDARG00000087197,ros1
ENSG00000158545,ZC3H18,124245,ENSDARG00000062506,zc3h18
ENSG00000174197,MGA,23269,ENSDARG00000078784,mgaa
ENSG00000183621,ZNF438,220929,ENSDARG00000061311,znf438
ENSG00000178623,GPR35,2859,ENSDARG00000074633,gpr35.1
ENSG00000165682,CLEC1B,51266,ENSDARG00000088023,si:dkey-26c10.5
ENSG00000039560,RAI14,26064,ENSDARG00000039974,rai14
ENSG00000170445,HARS1,3035,ENSDARG00000003693,hars
ENSG00000152894,PTPRK,5796,ENSDARG00000063416,ptprk
